token_id,trait_type,value
1,Openness,None
1,Conscientiousness,None
1,Extroversion,Outspoken
1,Agreeableness,None
1,Neuroticism,Calm
1,IQ,67
1,GEN,1
token_id,trait_type,value
10,Openness,None
10,Conscientiousness,None
10,Extroversion,None
10,Agreeableness,None
10,Neuroticism,None
10,IQ,54
10,GEN,1
token_id,trait_type,value
100,Openness,None
100,Conscientiousness,Introverted
100,Extroversion,None
100,Agreeableness,Arrogant
100,Neuroticism,Anxious
100,IQ,63
100,GEN,1
token_id,trait_type,value
1000,Openness,None
1000,Conscientiousness,Timid
1000,Extroversion,Timid
1000,Agreeableness,Competitive
1000,Neuroticism,None
1000,IQ,67
1000,GEN,1
token_id,trait_type,value
1001,Openness,None
1001,Conscientiousness,Solitary
1001,Extroversion,None
1001,Agreeableness,Unsympathetic
1001,Neuroticism,None
1001,IQ,71
1001,GEN,1
token_id,trait_type,value
1002,Openness,Conservative
1002,Conscientiousness,None
1002,Extroversion,Introverted
1002,Agreeableness,None
1002,Neuroticism,None
1002,IQ,56
1002,GEN,1
token_id,trait_type,value
1003,Openness,Imaginative
1003,Conscientiousness,None
1003,Extroversion,Peaceful
1003,Agreeableness,Cooperative
1003,Neuroticism,None
1003,IQ,76
1003,GEN,1
