token_id,trait_type,value
token_id,trait_type,value
token_id,trait_type,value
100000,Dimensions,2268 x 2268
100000,Size,"4,101,922 bytes"
token_id,trait_type,value
token_id,trait_type,value
token_id,trait_type,value
100001,Dimensions ,2268 x 2268
100001,Size,"3,668,315 bytes"
token_id,trait_type,value
token_id,trait_type,value
100003,Artist,ＭΛＲＣΞＬ
100003,Size,2000x2000
token_id,trait_type,value
token_id,trait_type,value
1000044,8.2,MB
1000044,1920px,Length
1000044,1200px,Width
token_id,trait_type,value
token_id,trait_type,value
token_id,trait_type,value
token_id,trait_type,value
token_id,trait_type,value
token_id,trait_type,value
token_id,trait_type,value
token_id,trait_type,value
1000148,6000pixels,XXL
token_id,trait_type,value
1000156,4000 × 3524,Realty x 4AM
token_id,trait_type,value
token_id,trait_type,value
token_id,trait_type,value
100017,Dimensions,2268 x 2268
100017,Size,"4,534,288 bytes"
token_id,trait_type,value
token_id,trait_type,value
