token_id,trait_type,value
0,collrzes,fludded tunlz
0,Boddee,yaris pleeze
0,Eers,iers
0,Hedz,avvokado
0,Eyz on dis side,eeep
0,Eye on dat side,narf
0,MUNCHYHOLE,gooooooo
0,stankfinder,is dat a nose
token_id,trait_type,value
1,collrzes,fLEsh stik
1,Boddee,blarggh
1,Eers,eer
1,Hedz,soft pare
1,Eyz on dis side,o noooooo
1,Eye on dat side,narf
1,MUNCHYHOLE,flthththlffh
1,stankfinder,is dat a nose
token_id,trait_type,value
10,collrzes,bloody milk yumm
10,Boddee,Diamondhands?
10,Eers,eirs
10,Hedz,wart top
10,Eyz on dis side,eh?
10,Eye on dat side,peep
10,MUNCHYHOLE,nuddernuddermouf
10,stankfinder,dribble
token_id,trait_type,value
100,collrzes,stupid sun
100,Boddee,dawwww
100,Eers,eerz?
100,Hedz,oweee
100,Eyz on dis side,hangded over
100,Eye on dat side,narf
100,MUNCHYHOLE,mouf
100,stankfinder,pointy
token_id,trait_type,value
1000,collrzes,kobold puke
1000,Boddee,yur mom
1000,Eers,eors
1000,Hedz,deflateded
1000,Eyz on dis side,yallo
1000,Eye on dat side,pinkypinkpink
1000,MUNCHYHOLE,mouf
1000,stankfinder,uppy
token_id,trait_type,value
1001,collrzes,kobold puke
1001,Boddee,dawwww
1001,Eers,eerchompr
1001,Hedz,bumpynoggn
1001,Eyz on dis side,eh?
1001,Eye on dat side,grrrAAAAAuuugh
1001,MUNCHYHOLE,blablabla
1001,stankfinder,goz down
token_id,trait_type,value
1002,collrzes,mold
1002,Boddee,RRRRRRAAAAAHHH
1002,Eers,eors
1002,Hedz,kiwimonstr
1002,Eyz on dis side,eeeeeediot
1002,Eye on dat side,hlo
1002,MUNCHYHOLE,nuddernuddermouf
1002,stankfinder,droopy
token_id,trait_type,value
1003,collrzes,bloody milk yumm
1003,Boddee,grey body
1003,Eers,eors
1003,Hedz,kiwimonstr
1003,Eyz on dis side,lookin hear
1003,Eye on dat side,das not eyz eeder
1003,MUNCHYHOLE,blablabla
1003,stankfinder,blobby
token_id,trait_type,value
1004,collrzes,kobold puke
1004,Boddee,BLINGG
1004,Eers,EERS
1004,Hedz,furrrrrrrrrr
1004,Eyz on dis side,krazed
1004,Eye on dat side,nar
1004,MUNCHYHOLE,yabbagabba
1004,stankfinder,bloo
token_id,trait_type,value
1005,collrzes,kobold puke
1005,Boddee,BLINGG
1005,Eers,earrz
1005,Hedz,flatface
1005,Eyz on dis side,lookin down
1005,Eye on dat side,whaja say?
1005,MUNCHYHOLE,burblurblurb
1005,stankfinder,dizeezsd
token_id,trait_type,value
1006,collrzes,rottn elfboddie
1006,Boddee,dawwww
1006,Eers,eer
1006,Hedz,kiwimonstr
1006,Eyz on dis side,ooop
1006,Eye on dat side,i seend a mouse! yum!
1006,MUNCHYHOLE,oobie doo
1006,stankfinder,sniffer
token_id,trait_type,value
1007,collrzes,fLEsh stik
1007,Boddee,BLINGG
1007,Eers,eerchompr
1007,Hedz,avvokado
1007,Eyz on dis side,LAZERRR
1007,Eye on dat side,gooness
1007,MUNCHYHOLE,blablabla
1007,stankfinder,goz down
token_id,trait_type,value
1008,collrzes,bloody milk yumm
1008,Boddee,REKT
1008,Eers,eers
1008,Hedz,floppee
1008,Eyz on dis side,eeeeeediot
1008,Eye on dat side,narf
1008,MUNCHYHOLE,blarrr
1008,stankfinder,ouchie
token_id,trait_type,value
1009,collrzes,darkderest
1009,Boddee,BLINGG
1009,Eers,eerchompr
1009,Hedz,cracky
1009,Eyz on dis side,sparples
1009,Eye on dat side,zoinks
1009,MUNCHYHOLE,mubblebumm
1009,stankfinder,dizeezsd
token_id,trait_type,value
101,collrzes,rottn elfboddie
101,Boddee,yur mom
101,Eers,eerz?
101,Hedz,kiwimonstr
101,Eyz on dis side,o noooooo
101,Eye on dat side,nspektin stuff
101,MUNCHYHOLE,mrnnhrhmn
101,stankfinder,crooky
token_id,trait_type,value
1010,collrzes,rottn elfboddie
1010,Boddee,fansee
1010,Eers,leefs
1010,Hedz,wart top
1010,Eyz on dis side,look up dere
1010,Eye on dat side,das not eyz eeder
1010,MUNCHYHOLE,yabbagabba
1010,stankfinder,is dat a nose
token_id,trait_type,value
1011,collrzes,kobold puke
1011,Boddee,dat spase soot gots holes
1011,Eers,eors
1011,Hedz,bumpynoggn
1011,Eyz on dis side,eeeeeediot
1011,Eye on dat side,oook
1011,MUNCHYHOLE,yabbagabba
1011,stankfinder,udder pointy kind
token_id,trait_type,value
1012,collrzes,darkerer
1012,Boddee,fansee
1012,Eers,eirs
1012,Hedz,furrrrrrrrrr
1012,Eyz on dis side,hipnoatisn
1012,Eye on dat side,i seend a mouse! yum!
1012,MUNCHYHOLE,blahhhhhhh
1012,stankfinder,flassid
token_id,trait_type,value
1013,collrzes,mold
1013,Boddee,yur mom
1013,Eers,eeeeers
1013,Hedz,soft pare
1013,Eyz on dis side,krazed
1013,Eye on dat side,hlo
1013,MUNCHYHOLE,flthththlffh
1013,stankfinder,udder pointy kind
