token_id,trait_type,value
0,Role,Enchanter
token_id,trait_type,value
10,Role,Farmer
token_id,trait_type,value
100,Role,Hunter
100,Relic,KodaPendant
token_id,trait_type,value
1000,Role,Hunter
token_id,trait_type,value
10000,Role,Hunter
token_id,trait_type,value
10002,Role,Farmer
token_id,trait_type,value
10003,Role,Hunter
token_id,trait_type,value
10004,Role,Hunter
token_id,trait_type,value
10007,Role,Hunter
token_id,trait_type,value
10010,Role,Farmer
token_id,trait_type,value
10011,Role,Hunter
token_id,trait_type,value
10012,Role,Enchanter
token_id,trait_type,value
10013,Role,Farmer
token_id,trait_type,value
10014,Role,Farmer
token_id,trait_type,value
10018,Role,Farmer
token_id,trait_type,value
10019,Role,Enchanter
token_id,trait_type,value
10021,Role,Hunter
token_id,trait_type,value
10036,Role,Enchanter
token_id,trait_type,value
10037,Role,Farmer
token_id,trait_type,value
10038,Role,Farmer
token_id,trait_type,value
10039,Role,Enchanter
token_id,trait_type,value
1004,Role,Farmer
token_id,trait_type,value
10040,Role,Farmer
token_id,trait_type,value
10042,Role,Farmer
token_id,trait_type,value
10044,Role,Farmer
token_id,trait_type,value
10045,Role,Farmer
token_id,trait_type,value
10046,Role,Farmer
token_id,trait_type,value
10047,Role,Hunter
token_id,trait_type,value
10048,Role,Hunter
token_id,trait_type,value
10050,Role,Hunter
token_id,trait_type,value
10051,Role,Hunter
10051,Relic,KodaPendant
token_id,trait_type,value
10052,Role,Farmer
token_id,trait_type,value
10053,Role,Hunter
token_id,trait_type,value
10054,Role,Enchanter
token_id,trait_type,value
10055,Role,Hunter
token_id,trait_type,value
10057,Role,Enchanter
token_id,trait_type,value
10058,Role,Enchanter
token_id,trait_type,value
10059,Role,Farmer
token_id,trait_type,value
10060,Role,Farmer
token_id,trait_type,value
10061,Role,Enchanter
token_id,trait_type,value
10062,Role,Farmer
token_id,trait_type,value
10065,Role,Hunter
token_id,trait_type,value
10066,Role,Hunter
