chain,contract_address,token_id,metadata_url,metadata,file_url,animation_url,cached_file_url,cached_animation_url,creator_address,updated_date,owner,rarity,attributes,last_sale_price
polygon,0x5492ef6aeeba1a3896357359ef039a8b11621b45,1,ipfs://QmdWjYhVuTSzpa5dLpyaKV2qC2XBew99HF2LTpJzLwjRMk/1.json,"{'dna': 'f3cbce777185d022393b2e560a2499a8ed815034', 'name': 'Void Flower Mini', 'description': 'Chumbi are adorable bipedal creatures that inhabit a lush and mysterious forest valley. They have a spiritual connection to the forest and use magical spells to maintain and protect it.', 'image': 'ipfs://QmQ4AdunnWu2VEXMtLMTh2DMLJPA1TrWkqaMce4fo6hY8g/1.png', 'edition': 1, 'date': 1642666769048, 'attributes': [{'trait_type': 'pattern', 'value': 'Striped'}, {'trait_type': 'coat', 'value': 'Flower'}, {'trait_type': 'eyes', 'value': 'Cheerful Sparkle'}, {'trait_type': 'mouth', 'value': 'Stitches'}, {'trait_type': 'ears', 'value': 'Headwings'}, {'trait_type': 'horns', 'value': 'No Horns'}, {'trait_type': 'Main Type', 'value': 'void'}, {'trait_type': 'Shade', 'value': 'light'}, {'trait_type': 'Seed', 'value': 'mythic'}, {'trait_type': 'Type Tier', 'value': 4}, {'trait_type': 'Size', 'value': 'mini'}, {'trait_type': 'Coat Type', 'value': 'flower'}, {'trait_type': 'shiny', 'value': 'Not Shiny'}, {'trait_type': 'Main Attack', 'value': 'Dark Thoughts'}, {'trait_type': 'Second Attack', 'value': 'Pollenate'}, {'trait_type': 'Eyes Effect', 'value': 'Happy Noises'}, {'trait_type': 'Mouth Effect', 'value': 'Frighten'}, {'trait_type': 'Ability', 'value': 'Encapsulate'}, {'trait_type': 'Breed Count', 'value': 0}, {'trait_type': 'Generation', 'value': 0}], 'image_hash': 'QmQ4AdunnWu2VEXMtLMTh2DMLJPA1TrWkqaMce4fo6hY8g/1.png'}",ipfs://QmQ4AdunnWu2VEXMtLMTh2DMLJPA1TrWkqaMce4fo6hY8g/1.png,,https://storage.googleapis.com/sentinel-nft/raw-assets/e985aad44ab485ce858566ede6e024591f704377c018feb8f42c42ac792f89c9.png,,0x896836c8266003ae35259bce9862243eabddf614,2022-08-18T12:09:04.237924,0x896836c8266003ae35259bce9862243eabddf614,,,
polygon,0x5492ef6aeeba1a3896357359ef039a8b11621b45,10,ipfs://QmdWjYhVuTSzpa5dLpyaKV2qC2XBew99HF2LTpJzLwjRMk/10.json,"{'dna': '3ee9692ba9a7fd54e61aa236b47a08b02ff5709a', 'name': 'Creature Flame Chumbi', 'description': 'Chumbi are adorable bipedal creatures that inhabit a lush and mysterious forest valley. They have a spiritual connection to the forest and use magical spells to maintain and protect it.', 'image': 'ipfs://QmQ4AdunnWu2VEXMtLMTh2DMLJPA1TrWkqaMce4fo6hY8g/10.png', 'edition': 10, 'date': 1642666776296, 'attributes': [{'trait_type': 'pattern', 'value': 'Zigzag'}, {'trait_type': 'coat', 'value': 'Cinders'}, {'trait_type': 'eyes', 'value': 'Envy'}, {'trait_type': 'mouth', 'value': 'Awed'}, {'trait_type': 'ears', 'value': 'Wibbles'}, {'trait_type': 'horns', 'value': 'No Horns'}, {'trait_type': 'Main Type', 'value': 'creature'}, {'trait_type': 'Shade', 'value': 'dark'}, {'trait_type': 'Seed', 'value': 'mythic'}, {'trait_type': 'Type Tier', 'value': 3}, {'trait_type': 'Size', 'value': 'standard'}, {'trait_type': 'Coat Type', 'value': 'flame'}, {'trait_type': 'shiny', 'value': 'Not Shiny'}, {'trait_type': 'Main Attack', 'value': 'Endless Rage'}, {'trait_type': 'Second Attack', 'value': 'Cinder'}, {'trait_type': 'Eyes Effect', 'value': 'Snake Tongue'}, {'trait_type': 'Mouth Effect', 'value': 'Celebrate'}, {'trait_type': 'Ability', 'value': 'Criss-Cross'}, {'trait_type': 'Breed Count', 'value': 0}, {'trait_type': 'Generation', 'value': 0}], 'image_hash': 'QmQ4AdunnWu2VEXMtLMTh2DMLJPA1TrWkqaMce4fo6hY8g/10.png'}",ipfs://QmQ4AdunnWu2VEXMtLMTh2DMLJPA1TrWkqaMce4fo6hY8g/10.png,,https://storage.googleapis.com/sentinel-nft/raw-assets/6cc84ac16be2ceaec7f52c24aa1b95e37c0bfbb2932cf5a65ae3659a5b720e2a.png,,0x466126159e5c95d780e2cb00a3ec7354a7c00553,2022-08-18T12:09:03.211078,0x466126159e5c95d780e2cb00a3ec7354a7c00553,,,
polygon,0x5492ef6aeeba1a3896357359ef039a8b11621b45,100,ipfs://QmdWjYhVuTSzpa5dLpyaKV2qC2XBew99HF2LTpJzLwjRMk/100.json,"{'dna': '2bc03a9ef196c21bcf18eb0cb01e474fc2cdf4e9', 'name': 'Void Cave Chumbi', 'description': 'Chumbi are adorable bipedal creatures that inhabit a lush and mysterious forest valley. They have a spiritual connection to the forest and use magical spells to maintain and protect it.', 'image': 'ipfs://QmQ4AdunnWu2VEXMtLMTh2DMLJPA1TrWkqaMce4fo6hY8g/100.png', 'edition': 100, 'date': 1642666849613, 'attributes': [{'trait_type': 'pattern', 'value': 'Spots'}, {'trait_type': 'coat', 'value': 'Trawler'}, {'trait_type': 'eyes', 'value': 'Sunset'}, {'trait_type': 'mouth', 'value': 'Silly'}, {'trait_type': 'ears', 'value': 'Murid  '}, {'trait_type': 'horns', 'value': 'No Horns'}, {'trait_type': 'Main Type', 'value': 'void'}, {'trait_type': 'Shade', 'value': 'medium'}, {'trait_type': 'Seed', 'value': 'mythic'}, {'trait_type': 'Type Tier', 'value': 4}, {'trait_type': 'Size', 'value': 'standard'}, {'trait_type': 'Coat Type', 'value': 'cave'}, {'trait_type': 'shiny', 'value': 'Not Shiny'}, {'trait_type': 'Main Attack', 'value': 'Shadow Curse'}, {'trait_type': 'Second Attack', 'value': 'Rock Crusher'}, {'trait_type': 'Eyes Effect', 'value': 'Low Light'}, {'trait_type': 'Mouth Effect', 'value': 'Misbehave'}, {'trait_type': 'Ability', 'value': 'Camouflage'}, {'trait_type': 'Breed Count', 'value': 0}, {'trait_type': 'Generation', 'value': 0}], 'image_hash': 'QmQ4AdunnWu2VEXMtLMTh2DMLJPA1TrWkqaMce4fo6hY8g/100.png'}",ipfs://QmQ4AdunnWu2VEXMtLMTh2DMLJPA1TrWkqaMce4fo6hY8g/100.png,,https://storage.googleapis.com/sentinel-nft/raw-assets/80e92bd699ffa4b7ee56a1c1e770a3368e90108679c110b42ebf28e3f611950f.png,,0x0b13cd696b845541da3f736547c907fcd113f00a,2022-08-18T12:09:04.539038,0xc52b171245f02f54c16dc86e6b3e0b025a94a798,,,
polygon,0x5492ef6aeeba1a3896357359ef039a8b11621b45,1000,ipfs://QmbzanfTgSspQaN13ykLVFUAEcEMGL8mvU3nbWsMZMtpMH/1000.json,"{'dna': 'f0e99d668481479821c96024baf73773c196bddc', 'name': 'Pure Flower Chumbi', 'description': 'Chumbi are adorable bipedal creatures that inhabit a lush and mysterious forest valley. They have a spiritual connection to the forest and use magical spells to maintain and protect it.', 'image': 'ipfs://Qmemh6ihcvjDRh5VwFkyaN8hyRfWwsp5et4XJekmEucyvE/1000.png', 'edition': 1000, 'date': 1642667571263, 'attributes': [{'trait_type': 'pattern', 'value': 'Tribal'}, {'trait_type': 'coat', 'value': 'Sun Drops'}, {'trait_type': 'eyes', 'value': 'Pleased'}, {'trait_type': 'mouth', 'value': 'Underbite'}, {'trait_type': 'ears', 'value': 'Lanky'}, {'trait_type': 'horns', 'value': 'No Horns'}, {'trait_type': 'Main Type', 'value': 'flower'}, {'trait_type': 'Shade', 'value': 'dark'}, {'trait_type': 'Seed', 'value': 'legendary'}, {'trait_type': 'Type Tier', 'value': 2}, {'trait_type': 'Size', 'value': 'standard'}, {'trait_type': 'Coat Type', 'value': 'flower'}, {'trait_type': 'shiny', 'value': 'Not Shiny'}, {'trait_type': 'Main Attack', 'value': 'Seed Shot'}, {'trait_type': 'Second Attack', 'value': 'Nectar Stream'}, {'trait_type': 'Eyes Effect', 'value': 'Bamboozle'}, {'trait_type': 'Mouth Effect', 'value': 'Startle'}, {'trait_type': 'Ability', 'value': 'Warrior Spirit'}, {'trait_type': 'Breed Count', 'value': 0}, {'trait_type': 'Generation', 'value': 0}], 'image_hash': 'Qmemh6ihcvjDRh5VwFkyaN8hyRfWwsp5et4XJekmEucyvE/1000.png'}",ipfs://Qmemh6ihcvjDRh5VwFkyaN8hyRfWwsp5et4XJekmEucyvE/1000.png,,https://storage.googleapis.com/sentinel-nft/raw-assets/423417014af6e6b82bb18e7ac0c3ade93172f7d33a269a96aab1428d543e3a7b.png,,0xb217d985edd3000bfad58a1e52c6a96e74fb886b,2022-08-18T12:09:22.028492,0x9afabad29bca206a291663db22d9f1e8960896b4,,,
polygon,0x5492ef6aeeba1a3896357359ef039a8b11621b45,1001,ipfs://QmbzanfTgSspQaN13ykLVFUAEcEMGL8mvU3nbWsMZMtpMH/1001.json,"{'dna': '4367b1e793036184529b81099e269c5beeda0f75', 'name': 'Flower Cave Mini', 'description': 'Chumbi are adorable bipedal creatures that inhabit a lush and mysterious forest valley. They have a spiritual connection to the forest and use magical spells to maintain and protect it.', 'image': 'ipfs://Qmemh6ihcvjDRh5VwFkyaN8hyRfWwsp5et4XJekmEucyvE/1001.png', 'edition': 1001, 'date': 1642667572036, 'attributes': [{'trait_type': 'pattern', 'value': 'Tri Star'}, {'trait_type': 'coat', 'value': 'Cave'}, {'trait_type': 'eyes', 'value': 'Sheepish'}, {'trait_type': 'mouth', 'value': 'Gentle'}, {'trait_type': 'ears', 'value': 'Whistler'}, {'trait_type': 'horns', 'value': 'No Horns'}, {'trait_type': 'Main Type', 'value': 'flower'}, {'trait_type': 'Shade', 'value': 'medium'}, {'trait_type': 'Seed', 'value': 'legendary'}, {'trait_type': 'Type Tier', 'value': 2}, {'trait_type': 'Size', 'value': 'mini'}, {'trait_type': 'Coat Type', 'value': 'cave'}, {'trait_type': 'shiny', 'value': 'Not Shiny'}, {'trait_type': 'Main Attack', 'value': 'Petal Gale'}, {'trait_type': 'Second Attack', 'value': 'Wall Rumbler'}, {'trait_type': 'Eyes Effect', 'value': 'Hidden Talent'}, {'trait_type': 'Mouth Effect', 'value': 'Nuzzle'}, {'trait_type': 'Ability', 'value': 'Blind'}, {'trait_type': 'Breed Count', 'value': 0}, {'trait_type': 'Generation', 'value': 0}], 'image_hash': 'Qmemh6ihcvjDRh5VwFkyaN8hyRfWwsp5et4XJekmEucyvE/1001.png'}",ipfs://Qmemh6ihcvjDRh5VwFkyaN8hyRfWwsp5et4XJekmEucyvE/1001.png,,https://storage.googleapis.com/sentinel-nft/raw-assets/62b8f3ea989ba658eb97996a9ac47f1f5e2cbc35d41b1bb92a917b4ec124b6b2.png,,0x1f85aa3b8ddda2f94391e196241ad728d24e7f3d,2022-08-18T12:09:24.505396,0x8f83983d4ebd1ac8dacf008de8282e9e55994003,,,
polygon,0x5492ef6aeeba1a3896357359ef039a8b11621b45,1002,ipfs://QmbzanfTgSspQaN13ykLVFUAEcEMGL8mvU3nbWsMZMtpMH/1002.json,"{'dna': '12000eeea4f32b0b8fa06e90e223f31a94666e22', 'name': 'Spirit Forest Mini', 'description': 'Chumbi are adorable bipedal creatures that inhabit a lush and mysterious forest valley. They have a spiritual connection to the forest and use magical spells to maintain and protect it.', 'image': 'ipfs://Qmemh6ihcvjDRh5VwFkyaN8hyRfWwsp5et4XJekmEucyvE/1002.png', 'edition': 1002, 'date': 1642667572921, 'attributes': [{'trait_type': 'pattern', 'value': 'Tribal'}, {'trait_type': 'coat', 'value': 'Moss'}, {'trait_type': 'eyes', 'value': 'Stressed'}, {'trait_type': 'mouth', 'value': 'Underbite'}, {'trait_type': 'ears', 'value': 'Murid'}, {'trait_type': 'horns', 'value': 'No Horns'}, {'trait_type': 'Main Type', 'value': 'spirit'}, {'trait_type': 'Shade', 'value': 'medium'}, {'trait_type': 'Seed', 'value': 'legendary'}, {'trait_type': 'Type Tier', 'value': 3}, {'trait_type': 'Size', 'value': 'mini'}, {'trait_type': 'Coat Type', 'value': 'forest'}, {'trait_type': 'shiny', 'value': 'Shiny'}, {'trait_type': 'Main Attack', 'value': 'Soul Scream'}, {'trait_type': 'Second Attack', 'value': 'Cloak of Weeds'}, {'trait_type': 'Eyes Effect', 'value': 'Alarm Call'}, {'trait_type': 'Mouth Effect', 'value': 'Startle'}, {'trait_type': 'Ability', 'value': 'Warrior Spirit'}, {'trait_type': 'Breed Count', 'value': 0}, {'trait_type': 'Generation', 'value': 0}], 'image_hash': 'Qmemh6ihcvjDRh5VwFkyaN8hyRfWwsp5et4XJekmEucyvE/1002.png'}",ipfs://Qmemh6ihcvjDRh5VwFkyaN8hyRfWwsp5et4XJekmEucyvE/1002.png,,https://storage.googleapis.com/sentinel-nft/raw-assets/7139c72361255521b8e34ca9bcffcfb52a3c67028f149978ab33610579b074ca.png,,0x6083231bfc47921ad8109dd3646a6a9e52dcfd2f,2022-08-18T12:09:22.019154,0xd56a98f66c32ef6e6654d92b42f40bfb1413cc58,,,
polygon,0x5492ef6aeeba1a3896357359ef039a8b11621b45,1003,ipfs://QmbzanfTgSspQaN13ykLVFUAEcEMGL8mvU3nbWsMZMtpMH/1003.json,"{'dna': '3e50eb42b74f64f75c1c513599cc8fdd8c46347c', 'name': 'Flower River Chumbi', 'description': 'Chumbi are adorable bipedal creatures that inhabit a lush and mysterious forest valley. They have a spiritual connection to the forest and use magical spells to maintain and protect it.', 'image': 'ipfs://Qmemh6ihcvjDRh5VwFkyaN8hyRfWwsp5et4XJekmEucyvE/1003.png', 'edition': 1003, 'date': 1642667573703, 'attributes': [{'trait_type': 'pattern', 'value': 'Polygons'}, {'trait_type': 'coat', 'value': 'Diver'}, {'trait_type': 'eyes', 'value': 'Slink'}, {'trait_type': 'mouth', 'value': 'Teddy'}, {'trait_type': 'ears', 'value': 'Headwings'}, {'trait_type': 'horns', 'value': 'No Horns'}, {'trait_type': 'Main Type', 'value': 'flower'}, {'trait_type': 'Shade', 'value': 'dark'}, {'trait_type': 'Seed', 'value': 'legendary'}, {'trait_type': 'Type Tier', 'value': 2}, {'trait_type': 'Size', 'value': 'standard'}, {'trait_type': 'Coat Type', 'value': 'river'}, {'trait_type': 'shiny', 'value': 'Not Shiny'}, {'trait_type': 'Main Attack', 'value': 'Seed Shot'}, {'trait_type': 'Second Attack', 'value': 'Deep Dive'}, {'trait_type': 'Eyes Effect', 'value': 'Concentrate'}, {'trait_type': 'Mouth Effect', 'value': 'Hug'}, {'trait_type': 'Ability', 'value': 'Calculate'}, {'trait_type': 'Breed Count', 'value': 0}, {'trait_type': 'Generation', 'value': 0}], 'image_hash': 'Qmemh6ihcvjDRh5VwFkyaN8hyRfWwsp5et4XJekmEucyvE/1003.png'}",ipfs://Qmemh6ihcvjDRh5VwFkyaN8hyRfWwsp5et4XJekmEucyvE/1003.png,,https://storage.googleapis.com/sentinel-nft/raw-assets/da37fb82fde0e87844fd18965505ad035f080272ecfb86ec16532d1f567baa6a.png,,0xade3983b6ee3205ad0b546e9cdcc8b91bf549bc1,2022-08-18T12:09:22.089921,0xade3983b6ee3205ad0b546e9cdcc8b91bf549bc1,,,
polygon,0x5492ef6aeeba1a3896357359ef039a8b11621b45,1004,ipfs://QmbzanfTgSspQaN13ykLVFUAEcEMGL8mvU3nbWsMZMtpMH/1004.json,"{'dna': '0813a75a9bc696536fa53d30eff464828b7e43b7', 'name': 'Creature Flame Chumbi', 'description': 'Chumbi are adorable bipedal creatures that inhabit a lush and mysterious forest valley. They have a spiritual connection to the forest and use magical spells to maintain and protect it.', 'image': 'ipfs://Qmemh6ihcvjDRh5VwFkyaN8hyRfWwsp5et4XJekmEucyvE/1004.png', 'edition': 1004, 'date': 1642667574493, 'attributes': [{'trait_type': 'pattern', 'value': 'Keyhole'}, {'trait_type': 'coat', 'value': 'Astral'}, {'trait_type': 'eyes', 'value': 'Happy'}, {'trait_type': 'mouth', 'value': 'Bored'}, {'trait_type': 'ears', 'value': 'Shaggy'}, {'trait_type': 'horns', 'value': 'No Horns'}, {'trait_type': 'Main Type', 'value': 'creature'}, {'trait_type': 'Shade', 'value': 'light'}, {'trait_type': 'Seed', 'value': 'legendary'}, {'trait_type': 'Type Tier', 'value': 3}, {'trait_type': 'Size', 'value': 'standard'}, {'trait_type': 'Coat Type', 'value': 'flame'}, {'trait_type': 'shiny', 'value': 'Not Shiny'}, {'trait_type': 'Main Attack', 'value': 'Beastly Roar'}, {'trait_type': 'Second Attack', 'value': 'Lava Spill'}, {'trait_type': 'Eyes Effect', 'value': 'Dance'}, {'trait_type': 'Mouth Effect', 'value': 'Cold Shoulder'}, {'trait_type': 'Ability', 'value': 'Lockdown'}, {'trait_type': 'Breed Count', 'value': 0}, {'trait_type': 'Generation', 'value': 0}], 'image_hash': 'Qmemh6ihcvjDRh5VwFkyaN8hyRfWwsp5et4XJekmEucyvE/1004.png'}",ipfs://Qmemh6ihcvjDRh5VwFkyaN8hyRfWwsp5et4XJekmEucyvE/1004.png,,https://storage.googleapis.com/sentinel-nft/raw-assets/f62cd27539678714d4083b36c8bdb9558c3c565ad98f8547fb9984d4450aac36.png,,0xd2b7cf916d74b40403c4225a2b86cbd7cec6e03d,2022-08-18T12:09:22.054493,0xd2b7cf916d74b40403c4225a2b86cbd7cec6e03d,,,
polygon,0x5492ef6aeeba1a3896357359ef039a8b11621b45,1005,ipfs://QmbzanfTgSspQaN13ykLVFUAEcEMGL8mvU3nbWsMZMtpMH/1005.json,"{'dna': '93186c3789d63320c40719b537fe2794a0d47c32', 'name': 'Creature Mountain Chumbi', 'description': 'Chumbi are adorable bipedal creatures that inhabit a lush and mysterious forest valley. They have a spiritual connection to the forest and use magical spells to maintain and protect it.', 'image': 'ipfs://Qmemh6ihcvjDRh5VwFkyaN8hyRfWwsp5et4XJekmEucyvE/1005.png', 'edition': 1005, 'date': 1642667575260, 'attributes': [{'trait_type': 'pattern', 'value': 'Tribal'}, {'trait_type': 'coat', 'value': 'Mountain'}, {'trait_type': 'eyes', 'value': 'Embarrassed'}, {'trait_type': 'mouth', 'value': 'Teething'}, {'trait_type': 'ears', 'value': 'Vulpes'}, {'trait_type': 'horns', 'value': 'No Horns'}, {'trait_type': 'Main Type', 'value': 'creature'}, {'trait_type': 'Shade', 'value': 'light'}, {'trait_type': 'Seed', 'value': 'legendary'}, {'trait_type': 'Type Tier', 'value': 3}, {'trait_type': 'Size', 'value': 'standard'}, {'trait_type': 'Coat Type', 'value': 'mountain'}, {'trait_type': 'shiny', 'value': 'Not Shiny'}, {'trait_type': 'Main Attack', 'value': 'Beastly Roar'}, {'trait_type': 'Second Attack', 'value': 'Landslide'}, {'trait_type': 'Eyes Effect', 'value': 'Hide'}, {'trait_type': 'Mouth Effect', 'value': 'Gnaw'}, {'trait_type': 'Ability', 'value': 'Warrior Spirit'}, {'trait_type': 'Breed Count', 'value': 0}, {'trait_type': 'Generation', 'value': 0}], 'image_hash': 'Qmemh6ihcvjDRh5VwFkyaN8hyRfWwsp5et4XJekmEucyvE/1005.png'}",ipfs://Qmemh6ihcvjDRh5VwFkyaN8hyRfWwsp5et4XJekmEucyvE/1005.png,,https://storage.googleapis.com/sentinel-nft/raw-assets/b2707a26bbd2bd135badd60e8a20c2b464675ed853aa7253e9bec6f4fe0f68c3.png,,0x58affaa3dbfe09c1f1c5a747031b435a6a0e60fa,2022-08-18T12:09:22.392548,0x58affaa3dbfe09c1f1c5a747031b435a6a0e60fa,,,
polygon,0x5492ef6aeeba1a3896357359ef039a8b11621b45,1006,ipfs://QmbzanfTgSspQaN13ykLVFUAEcEMGL8mvU3nbWsMZMtpMH/1006.json,"{'dna': 'c74e36084bfa6a01274c35a30991820267624053', 'name': 'Creature Neutral Chumbi', 'description': 'Chumbi are adorable bipedal creatures that inhabit a lush and mysterious forest valley. They have a spiritual connection to the forest and use magical spells to maintain and protect it.', 'image': 'ipfs://Qmemh6ihcvjDRh5VwFkyaN8hyRfWwsp5et4XJekmEucyvE/1006.png', 'edition': 1006, 'date': 1642667576039, 'attributes': [{'trait_type': 'pattern', 'value': 'Zigzag'}, {'trait_type': 'coat', 'value': 'Puffy'}, {'trait_type': 'eyes', 'value': 'Pleased'}, {'trait_type': 'mouth', 'value': 'Cheerful'}, {'trait_type': 'ears', 'value': 'Pumbo'}, {'trait_type': 'horns', 'value': 'No Horns'}, {'trait_type': 'Main Type', 'value': 'creature'}, {'trait_type': 'Shade', 'value': 'medium'}, {'trait_type': 'Seed', 'value': 'legendary'}, {'trait_type': 'Type Tier', 'value': 3}, {'trait_type': 'Size', 'value': 'standard'}, {'trait_type': 'Coat Type', 'value': 'neutral'}, {'trait_type': 'shiny', 'value': 'Not Shiny'}, {'trait_type': 'Main Attack', 'value': 'Sharp Claws'}, {'trait_type': 'Second Attack', 'value': 'Kick'}, {'trait_type': 'Eyes Effect', 'value': 'Bamboozle'}, {'trait_type': 'Mouth Effect', 'value': 'Prance'}, {'trait_type': 'Ability', 'value': 'Criss-Cross'}, {'trait_type': 'Breed Count', 'value': 0}, {'trait_type': 'Generation', 'value': 0}], 'image_hash': 'Qmemh6ihcvjDRh5VwFkyaN8hyRfWwsp5et4XJekmEucyvE/1006.png'}",ipfs://Qmemh6ihcvjDRh5VwFkyaN8hyRfWwsp5et4XJekmEucyvE/1006.png,,https://storage.googleapis.com/sentinel-nft/raw-assets/c7239ba914ed08a064413bd8593e504a06f6a8e04359c1e34a23aca693bab5cb.png,,0xab27ab1f7c8f05a34bdc9f7860fa4737a0710074,2022-08-18T12:09:22.664380,0xc9b9882bc25066040ef19831aca31f02ff7fe533,,,
